tweet_id,analysis_text,historical_reply,human_intent,human_reply_quality,human_action,human_notes
1278084,"Livraison en point Relais. La seule solution proposé par votre support étant le remboursement, après autant d'attente. Impressionnant!!!",@419100 Navrée pour cela. S'agit-il d'un article vendu par Amazon ou par un vendeur tiers s'il vous plaît? ^SA,refund_payment,Poor,ESCALATE,Customer reports delivery issue where refund was offered after waiting.
2478819,Réalisé hier ds la foulée de notre échange 🤔,"@696270 Nous n'avons rien reçu, pourriez-vous le remplir à nouveau je vous prie. ^BR",customer_service,Acceptable,ESCALATE,Customer refers to an action already completed and needs support follow-up.
1223169,Necesito Ayuda! Por bloqueo de cuenta!,"@407004 Hola, lamento saber que se presentó este inconveniente. ¿Has recibido un correo con instrucciones para recuperar tu cuenta? ^DA",account_login,Good,ESCALATE,Customer needs help because their account is blocked.
322628,@115850 I am really disappointed with your services. i will not buy and will not recommend for my friends and family as i lost trust onyourService,@191896 I'm sorry for any trouble. Could you please elaborate so that we can assist you accordingly in the best possible way? ^RW,customer_service,Poor,ESCALATE,Strong general complaint about Amazon service.
105080,Hatte bereits am Mittwoch ein Gespräch... keiner konnte mir bisher sagen warum ich (Prime Kunde) etwas per premiumversand bestelle das per Post rausgeht und nicht als kleines Priorität Päckchen versendet wird,"@139214 Damit du deine Lieferung noch bekommst, melde dich bitte über den Link. Liebe Grüße ^TA",prime,Acceptable,ESCALATE,Prime customer questions premium shipping/delivery handling.
2302219,I have an item that still hasn't arrived. It was due on 10/21. The item shows that it still hasn't arrived but the only option I see on the site is to return it. I can't return something I haven't received.,@606425 I'm sorry you haven't received your item yet. Was the item shipped by Amazon or one of the sellers on our site: https://t.co/Y5jpI9gRhE ? ^JF,delivery,Acceptable,ESCALATE,Item has not arrived despite being past its delivery date.
1763195,live chat failed and call back not appeared. Been waiting 3 months for refund for box of broken glass that was sold as a lamp,@530477 I'm very sorry for the frustration! We'd like to help! Could you tell us more details about what's going on? ^HM,customer_service,Acceptable,ESCALATE,Customer has an unresolved concern and needs more details/support.
709986,"Entonces decidimos cada uno crear su cuenta y esta quedo bloqueada y en teoría borrada, pero hoy me ha llegado un cobro de 92 euros",@289771 Por favor contacta nuestro Servicio al Cliente en este enlace: https://t.co/lKuwEYa0UF  ^JJ,account_login,Poor,ESCALATE,Account was blocked/deleted but customer received an unexpected charge.
481515,"Have done that already, but no response. Just started with #AmazonPrime and it doesn't look good.","@229455 Just to check, could you confirm whether you have an account with https://t.co/nUUp5MLhYl or Amazon.in? ^MD",prime,Acceptable,ESCALATE,Prime customer has already contacted support but has not received a response.
2987277,I am chatting with someone now on Amazon. I will reach back out to you if I can't get this resolved.,"@823677 Great, we will await your response. ^CR",customer_service,Good,AUTO_HANDLE,Customer is already receiving support and will follow up if unresolved.
2676420,Only 1st month emi should be charged in my bill,@753302 I understand your concern. I request you to please contact the respective bank so that they can assist you better. ^BV,refund_payment,Acceptable,ESCALATE,Customer disputes the EMI amount charged to the bill
2680330,"Ich denke nicht, dass es jetzt an den Feiertagen geliefert wird, oder? Hätte eig. gestern kommen sollen. :/ https://t.co/GsUhuaUSVG",@450790 Am Feiertag wird tatsächlich nicht zugestellt. Daher würde ich dich gerne bis morgen um Geduld bitten. Danke und Gruß ^NW,delivery,Acceptable,ESCALATE,Customer expected delivery yesterday and is concerned about holiday delay.
639621,Nope. It said they couldn’t locate my address despite living here 20 years and having other deliveries regularly. Fuming,"@271717 We'd like to look into this with you. Please reach us here, so we can look into our available options: https://t.co/JzP7hlA23B ^AG",delivery,Acceptable,ESCALATE,Delivery failed because the carrier could not locate the address.
2291500,But why I use a repaired phone i have paid full payment to you.,@665528 You have to escalate the concern with the manufacturer for the best resolution on it. ^RW,product_issue,Acceptable,ESCALATE,Customer received/was given a repaired phone despite paying full price.
535058,Yes for the fat lot of good it has done me!,@222196 What did we advise when you spoke to us?^PJ,customer_service,Poor,ESCALATE,Customer expresses dissatisfaction with the support outcome.
1916363,Et un lancement est prévu un jour en France ?,@570801 Bonne question! Nous ne manquerons pas de remonter cela. ^ASZ,product_issue,Good,AUTO_HANDLE,Customer asks whether a product launch is planned in France.
1670667,my kindle app will no longer allow me to recommend the books I read. Is there a fix?,@508570 Sorry to hear Ronnie. Please get in touch - https://t.co/hApLpMlfHN a member of our digital team will be happy to help. ^TP,product_issue,Acceptable,ESCALATE,Customer reports a Kindle app functionality problem.
530799,amazon told me a fraudulent purchase on my account had been cancelled but my money has now left my bank account - would like this resolved quickly?,@242941 Sorry to hear that. Please reach out to us here: https://t.co/JzP7hlRCV9 via phone or Live Chat and we can look in to this for you.^TI,refund_payment,Poor,ESCALATE,Customer reports money taken after a fraudulent purchase was cancelled.
537427,"I think Black Friday/Cyber Monday broke My subscribe &amp; save items were stuck in perpetual “shipping soon, delivery today” and are now “shipping today, arriving Dec 1st”. Some glitch but now no one knows when they’ll be here. 🧐",@244579 So sorry to hear about the issues with your order! Have you already contacted us directly here?  https://t.co/Q7Ftz6nj80 ^GS,delivery,Acceptable,ESCALATE,Subscribe & Save orders have conflicting shipping and delivery status.
2883445,"Bonjour, un abonnement couche Pampers devait être livré le 24/11 et n'est apparemment pas encore expédié. Peut-on en savoir plus ?","@799934 Bonjour, Je suis désolé. Contactez s'il vous plaît notre service client pour qu'ils vous aident via https://t.co/hgIrz98cdI",delivery,Acceptable,ESCALATE,Customer's scheduled delivery has not shipped.
825485,hello I ordered something over a month ago unknowingly from a merchant and never received it &amp; the merchant has terrible reviews,@316607 We're sorry for the trouble you've had! Have you contacted this third-party seller to obtain any info about your order status? ^WM,order,Poor,ESCALATE,Customer has not received an order from a third-party merchant after a month.
1381482,"I do not agree with your statement, offline retailer helps the buyer to resolve these issues. You need to put in a word to Micromax. I will be going to consumer court and your company will be made part of the complain.",@441542 here:https://t.co/gYYDFKUNPY Appreciate your understanding in this matter. 3/3 ^EM,product_issue,Poor,ESCALATE,Customer has a product-related complaint and threatens consumer court action.
420940,Should i wait till 10 pm estimated delivery time is 8 pm but not received by 8 pm not happy with service provided by @115850,@191024 I've shared your feedback with the concerned team for review. ^HA,delivery,Acceptable,ESCALATE,Delivery has not arrived by the estimated time.
1255409,Ainda não mas mal posso esperar! Parabéns pelo serviço show ♥️,@414363 Obrigada pelo carinho 💕 Boa leitura! ^VL,other,Good,AUTO_HANDLE,ositive message with no support issue.
919419,I have already replied to Gowtham from your social media team. Please check your email.,@338251 Thanks foe keeping us posted. We'll revert to you shortly. ^MS,customer_service,Good,ESCALATE,Customer has already responded to support and asks the team to check email.
1059289,"Bonsoir, je ne pensais pas avoir la chance de trouver un tapis de bain pour seulement 0.01€.","@370099 🙄!Pourriez-vous m'indiquer le lien vers l'article, je vous prie?^FT",other,Good,AUTO_HANDLE,Customer makes a positive/commentary statement without a support issue.
1022752,"I m sorry-i m sorry, you just can’t repeat it everyday, whre is d solution, it was supposed to be delivered on Thursday. @115850","@332948 I get you being upset, Praveen. We'd like to get this sorted out, please revert to the email you've received from us. ^MS",delivery,Acceptable,ESCALATE,Customer is frustrated about a missed promised delivery.
502533,"On previous returns I've been provided with an Authorization Label which must go inside the box. On this occasion, I only got a label for the outside of the box.","@157101 How odd! We're unable to review order details over Twitter, but we'd like to investigate this with you. Whenever you've got some time, feel free to reach us directly here: https://t.co/JzP7hlA23B",return,Poor,ESCALATE,Customer is missing the required return authorization label.
667004,"@115851 - Technical Support Rep, Grey just crushed my Echo issue! AWESOME Customer service! #Resolved BTW: #CLTisPrime","@278942 That's what we like to hear! Thanks for letting us help you today, and thanks for choosing Amazon! ^WT",customer_service,Good,AUTO_HANDLE,Customer confirms the support issue was successfully resolved.
2339100,I am an individual seller. Sold a mobile. Payment pending for many days. See that it should have been done on 18th itself. Still no show.,@294240 Sorry for the trouble. Please provide your details here: https://t.co/beaaDm0muc We will look into it and assist further. ^GU,refund_payment,Acceptable,ESCALATE,Seller reports a payment that has remained pending.
246369,Tbh this is the 2nd time this has happened I'm not very happy why put a release date when you don't have the stock,@174522 What is the delivery date of the Vinyl advised?: https://t.co/aaDyEz1VgE ^PK,product_issue,Poor,ESCALATE,Customer complains about product availability and misleading release timing.
788630,Yeah. My Amazon Echo ships early November. I can't wait 😐,"@176386 Haha! We can't wait too, Eashwar! Don't forget to tell us how you like the device once you receive it. ^JC",other,Good,AUTO_HANDLE,Customer is simply commenting positively about an upcoming shipment.
1011471,Done. Will wait for your call,"@359320 I get your concern, Hiren. We've received your details and we'll reach out to you with an update at earliest. ^SV",customer_service,Good,AUTO_HANDLE,Customer has completed the requested action and is waiting for follow-up.
2923438,Pl update the website..,"@809006 Hey, the results shall be updated on the website shortly. Stay tuned for future updates! ^AB",customer_service,Acceptable,AUTO_HANDLE,Customer requests a website update.
460099,"Ugh yeah, y'all missed the ""guaranteed delivery date""... And no new delivery date.",@224326 Thanks for the update. What does the most recent tracking information state here: https://t.co/q4LAMZ3tbE? ^GG,delivery,Poor,ESCALATE,Guaranteed delivery date was missed with no replacement date.
2966386,"I returned an item and you received it yesterday and it is still not processed so I wanted to check and see what is going on, however the person from the customer support was not able to understand my question AT ALL!","@818378 Kiril, I'm sorry to hear that you weren't able to get any clarify about your refund/return. Returns can take up to two weeks to process. To learn more, click here: 
https://t.co/g6yZ1oJDKu

To check the status of your refund: https://t.co/2KnvM4eAYj. ^SY",return,Acceptable,ESCALATE,Returned item has been received but not yet processed.
2946797,Tô levando um pra ler no intervalo do trabalho 😁,"@813920 Ficamos curiosos Camila, qual deles escolheu? 😱 ^AZ",other,Good,AUTO_HANDLE,Casual positive comment with no customer support issue.
2821084,@115821 Can https://t.co/l4KEtoU9Lh deny me access to my inventory? They are doing it! https://t.co/AR9HYQXAcU https://t.co/47BsUJRCsR,@347097 Please reach out to seller support as we do not have access to account details here on Twitter I'm afraid - https://t.co/vsSnN0yboP ^KM,account_login,Acceptable,ESCALATE,Customer reports being denied access to inventory/account resources.
54387,Não estou conseguindo sincronizar os livros que baixei pelo serviço Unlimited no meu aparelho. Aparece uma mensagem de que está pendente,@128311 Olá Thalyta! Sinto muito em saber do inconveniente! Por gentileza acesse o seguinte link: https://t.co/GnA4dCmKdN   ^JJ,product_issue,Acceptable,ESCALATE,Kindle Unlimited books are not synchronizing correctly.
962101,😳😳 sense of humour is missing@,"@348292 All the best for the results, Saurabh. ^KS",other,Good,AUTO_HANDLE,Casual comment without a support issue.
2111054,@115850 is applying predatory practices. No option to write product review for @121284 . Quite a master stroke!,"@509289 At this point in time, Alexa is available only through invites. You could use our companion app to share the feedback until this device is available for purchase without invites. For further information you may us this link: https://t.co/fRPORLKTaG. ^AM",product_issue,Poor,ESCALATE,Customer reports inability to write a product review and raises a serious complaint.
369128,"What’s the reply eta, and what’s this link to the convo it’s requesting","@176815 Hello! The requested URL to Twitter message is the link to the current conversation here on Twitter. You can right-click on the time stamp and select “Copy Link Location” or “Copy Shortcut”, then right-click in the field below and select “Paste”. ^NS",customer_service,Acceptable,AUTO_HANDLE,Customer asks for clarification about the support conversation link and response time.
1108152,Il est marqué “retour en cours” Sachez que dans le sms de réception de Chronopost j’avais jusqu’au 10/11 pour le récupérer !,"@381540 Afin de vérifier votre dossier, je vous prie de remplir le formulaire suivant via un PC : https://t.co/HtUowg2UGX ^MA",return,Acceptable,ESCALATE,Customer has a return/collection status issue involving a pickup deadline.
644055,2 days timeline mentioned by you in email is now over but still no action and reply by you,"@272885 Apologies, kindly reply to our E-mail correspondence, we'll look into it and get back to you at the earliest. ^MO",customer_service,Poor,ESCALATE,Promised support timeline has passed without action or response.
1258204,Haven’t heard back yet,@414826 You may select phone or chat for a faster response. ^AT,customer_service,Acceptable,ESCALATE,Customer has not received a support response.
2773069,"J'ai vu avec eux, merci 😁","@383095 Merci à vous, bonne soirée ! :) ^AR",other,Good,AUTO_HANDLE,Customer confirms they have handled the matter and thanks support.
2296817,When are you going to have the Stranger Things monopoly in stock on the UK site???,"@140838 Hey Charlotte- Any updates will first be advertised on site, keep an eye out for updates. ^NV",refund_payment,Poor,ESCALATE,Customer wants money credited and is unhappy with repeated standard replies.
779989,Sir/madam I have order a charger on 7th of this month and yesterday was its delivery date. But it didn't reached me.,"@169609 I'm sorry for the delay. Please contact us via: 
https://t.co/2t6DQpbXFx so that our team can help you right away. ^PR",other,Good,AUTO_HANDLE,Customer confirms the issue is completed.
1736,Two fake items in one day. Time to cancel my Amazon Prime membership.,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,customer_service,Good,ESCALATE,Customer has provided details and is waiting for support contact.
375832,"Original delivery date WAS Oct 8. Carrier was/is AMZL US (no idea who that is, but that's what my account stated)",@205132 What's the current status of the tracking: https://t.co/Y5jpI9gRhE? Have you been given a new delivery date? ^JJ,customer_service,Poor,ESCALATE,Direct complaint about customer service.
77578,"You see, it's not just the thrill and the throttle for me. It's the storytelling and the cliffhangers that make it, it. And not sure what the form was about, but filled it nevertheless... https://t.co/Hyexcr1JPZ",@132975 I feel yahh!! The wait still continues!! Thank you keeping us posted. ^BV,customer_service,Acceptable,ESCALATE,Customer is frustrated about needing repeated follow-up.
1763250,All orders showed delivery for the next day but so far all 4 orders have not arrived then.,@511641 We'd like to look into this further with you. Please reach out to us for available options: https://t.co/JzP7hlA23B ^JP,product_issue,Acceptable,ESCALATE,Customer tried troubleshooting but the service still does not work.
1243773,It’s saying it’s supposed to ship today to get here Friday (I have prime with the 2 day shipping) is it just going out later tonight?,"@411798 We'll email you with a tracking number as soon as the item has been shipped. Keep an eye on your email, we'll be in touch! ^RM",customer_service,Poor,ESCALATE,Seller is dissatisfied with unresolved seller support.
1547265,Once again AMAZON PRIME FAILS to deliver the next day #wortlessguarantee,@402789 So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM,refund_payment,Poor,ESCALATE,Customer explicitly requests money back.
1922800,@115821 ￼ I am unable to connect customer care on its number. How can I talk to receive duplicate bill.,"@572401 That is unsusual, Kamal. Did you try reaching out to us via: https://t.co/JI6wnUFaHE ? ^KS",delivery,Poor,ESCALATE,Paid delivery commitment was not attempted
803979,Already checked no reason given by you,@311606 Sorry about that! Kindly connect with us here:https://t.co/vlvfJr4nN9 and we'll get this checked for you. ^PB,prime,Acceptable,ESCALATE,Prime customer reports a missed promised delivery.
1461601,J'ai annulé m'a commande avant d'en repasser une sur ce produit mois cher. ENFAITE CE N'EST PAS LE MÊME ! ;u;,"@206727 Je suis désolée, mais nous sommes dans l'impossibilité de le faire, merci pour votre compréhension.^FT",customer_service,Acceptable,ESCALATE,Customer has already provided requested information and needs follow-up.
1887330,I have tolded to your customers service there is Akshat supervisor who was not properly to me . He was saying it's notourconcern,"@353737 Sorry about that, Zeshan. We're looking into this and we'll reach out to you soon with an update. ^HK",delivery,Good,AUTO_HANDLE,Customer asks about providing the package tracking number.
413987,Still awaiting for the revert. The order on my account even shows undelivered and is in dispatched state..what's going on?,"@200856 Apologies for the experience, Kunal. Please reach us from here: https://t.co/rS49hgaADF we'll look into this and assist you. ^SV",customer_service,Poor,ESCALATE,Customer expresses frustration with support interaction.
2950826,"I have written a LONG Story on the link, please solve my problem at the earliest!!",@814865 Thanks for the confirmation. We'll check the details and will get back to you with an update soon. Appreciate your understanding. ^SD,order,Poor,ESCALATE,Pre-ordered item is unavailable and customer wants an alternative.
2349524,Can u give a definite time frame rather than earliest etc?,"@679139 As you have shared your details using secured link, our team is working on the issue. You'll be receiving a correspondence within 12 hours. ^RI",delivery,Acceptable,ESCALATE,Customer indicates a delivery-status issue.
2355242,numerous times now your delivery drivers are refusing to acknowledge &amp; use my safe place.Have complained &amp; they insist on not leaving items where i have stated.why?.,@321577 I'm sorry to hear about this issue with your deliveries. Has this occurred with one carrier or multiple carriers: https://t.co/aaDyEz1VgE ^DO,product_issue,Acceptable,ESCALATE,Customer complains about packaging/fulfilment.
126360,Still it showing 22nd Nov. And I did not find any help. I want my mobile.. https://t.co/aSv1p5CI8q,@144362 Apologies for the delay. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB,refund_payment,Acceptable,ESCALATE,Customer reports a card/payment authorization discrepancy.
2719397,I was told someone would respond yesterday and apparently they saw someone was on it,"@149467 Hi Sophie, sorry to hear that. Without revealing any personal information, could you tell me a bit more about the issue you are having? ^TI",product_issue,Acceptable,ESCALATE,Amazon app is not loading on the TV.
2581903,So who is gonna tell me where my parcel is? @126705 / https://t.co/f5tp6pqhYg,@731738 I am sorry about the frustration! Can you give us more information here so we can look further into this please?  https://t.co/JzP7hlA23B ^DJ,delivery,Acceptable,ESCALATE,Customer reports unexplained changes to delivery dates.
2910304,"Given the invisibility of an actual customer service email, some kind of response would be nice @115830 - Not least the self-interest that someone appears to have sold them a whole load of £5 plastic as £25 ceramic.... https://t.co/FR0OCRi7Jz",@488285 I'm sorry for the wait! Can you please link us to the product detail page? We'd like to take a second look. ^JM,product_issue,Acceptable,ESCALATE,Customer reports a browser/security certificate error.
1041656,All I have is this. TBA555846473000,@366348 We would like to take a closer look into this with you. Please fill out your details here: https://t.co/7lowXyvclf and someone from my team will be in touch with you. ^AY,prime,Good,AUTO_HANDLE,Customer asks about Prime trial duration and account usage.
162039,Et si je souhaite arrêter amazon prime ?,"@136284 Vous pouvez annuler l'abonnement Prime via le lien suivant : https://t.co/b35Z1xCrAj
^MD",prime,Poor,ESCALATE,Prime customer reports failed delivery support and missed package.
2706308,@115828 I preordered Call of Duty WW2 but didn’t get my preorder bonus. Pls help. @115821,@608727 I'm sorry. We can't view account or order info via Twitter. Allow us to look into this further by using this link: https://t.co/hApLpMlfHN ^DO,prime,Poor,ESCALATE,Prime guaranteed delivery was missed.
2795293,"Lo que pedí,no hubo ningún problema obviamente💪👍",@780030 ¡Nos alegra saber que has recibido tu pedido sin problema! Si en el futuro requieres nuestra asistencia quedamos a tu disposición. ¡Saludos! ^PC,customer_service,Acceptable,ESCALATE,Customer checked email folders but has not received expected communication.
